Record ID,Job Title,Job function,Associated Company
5333528,Director - Mining Engineering,Executive Leadership,G Mining Services / G Services Miniers;Iamgold Corporation
5335453,CFO,Executive Leadership,Cobalt Blue Holdings
5334239,Non Executive Chairman,Executive Leadership,Xanadu Mines
5335265,Vice President of Maintenance,Executive Leadership,OceanaGold Corporation
5334380,Managing Director,Executive Leadership,Golden State Mining
5335602,Managing Director,Executive Leadership,Fenix Resources Limited
5335354,Chief Financial Officer,Executive Leadership,Bellevue Gold Limited
5334823,General Manager Marketing and Development,Executive Leadership,PREMIER COAL LIMITED
5335266,Non Executive Director,Executive Leadership,Walkabout Resources Ltd
5334914,General Manager,Executive Leadership,Proactive drilling
5335353,Managing Director,Executive Leadership,Galena Mining Limited
5335210,General Manager,Executive Leadership,PREMIER COAL LIMITED
5335162,General Manager,Executive Leadership,QCoal Group
5334858,Chief Operating Officer,Executive Leadership,PT Merdeka Battery Materials Tbk;Mount Gibson Iron
5333386,General Manager Underground,Executive Leadership,Macmahon Holdings Ltd
5333384,Non Executive Director,Executive Leadership,Killi Resources Limited
5335451,Chief Executive Officer,Executive Leadership,Talison Lithium Pty Ltd
5335112,Chief Financial Officer,Executive Leadership,Hillgrove Resources Ltd
5335264,Director,Executive Leadership,Predictive Discovery
5335501,Executive Director,Executive Leadership,Deep Yellow
5335259,Director,Executive Leadership,Deep Yellow
5335262,Managing Director,Executive Leadership,Federation Mining
5335023,General Manager Mineral Hill,Executive Leadership,Kingston Resources Limited
5335502,Chief Executive Officer,Executive Leadership,Far East Gold Ltd
5334148,General Manager,Executive Leadership,Bothar Group - Bothar Boring & Tunnelling
5335021,Chief Financial Officer,Executive Leadership,Group 6 Metals Limited
5332948,Director,Executive Leadership,Iceni Gold Limited
5334819,Managing Director,Executive Leadership,Core Drilling Services
5334964,General Manager-infrastructure Strategy,Executive Leadership,Atlas Iron Limited
5335159,Managing Director,Executive Leadership,Cazaly Resources Limited
5335208,Chief Executive Officer,Executive Leadership,Group 6 Metals Limited
5334237,Managing Director,Executive Leadership,McKay Drilling
5334818,General Manager Business Development,Executive Leadership,Black Rock Mining Limited
5333443,Chief Mining Engineer,Executive Leadership,Rex Minerals
5334963,Managing Director,Executive Leadership,Bowdens Silver
5334757,Chief Executive Officer,Executive Leadership,VANTAGE GOLDFIELDS LIMITED
5334961,General Manager HSE,Executive Leadership,NRW Holdings
5333895,Project Director,Executive Leadership,Petrosea
5334236,President and Executive Chairman,Executive Leadership,Macarthur Minerals
5332944,Chief Operating Officer,Executive Leadership,Grange Resources
5333896,Director,Executive Leadership,Lode Resources Ltd
5334699,Chief Financial Officer,Executive Leadership,Jervois Global
5334696,Managing Director,Executive Leadership,Volt Resources
5335016,Chief Executive Officer,Executive Leadership,capmet.com.au
5333440,Chief Financial Officer,Executive Leadership,Emmerson Resources
5335056,CEO & Managing Director,Executive Leadership,Atlantic Lithium Limited
5335352,Managing Director,Executive Leadership,TIGER RESOURCES LIMITED
5335155,Managing Director,Executive Leadership,fullboremining.com
5335105,Director,Executive Leadership,Frontline Drilling
5333380,General Manager,Executive Leadership,Paladin Energy
5335103,Managing Director,Executive Leadership,Andromeda Metals
5334853,Managing Director,Executive Leadership,Western Mines Group
5335157,Managing Director,Executive Leadership,Frontline Drilling
5335205,Director of Purchasing,Executive Leadership,Kingsgate Mining
5334144,Director,Executive Leadership,Australian Mines News
5333999,Director Engineering and Operations,Executive Leadership,Ausenco Limited
5335351,Owner / Director,Executive Leadership,Mannion Drilling
5335153,General Manager,Executive Leadership,Mannion Drilling
5335104,Chief Executive Officer,Executive Leadership,Core Lithium
5334756,Non-Executive Chairman,Executive Leadership,Atlas Iron Limited
5335015,Director,Executive Leadership,Carey
5334500,Executive Technical Director,Executive Leadership,C29 Metals
5335011,Vice President,Executive Leadership,Caprice Resources Limited
5333748,Human Resources and Project Coordinator - Asset Planning and Management Team,Executive Leadership,Alcoa of Australia Ltd
5333439,General Manager Human Resources,Executive Leadership,St Barbara Limited
5333050,Chief Executive Officer,Executive Leadership,Joyce Corporation;Talisman Mining
5334498,Executive General Manager Corporate Affairs and Company Secretary,Executive Leadership,Centennial
5334142,Managing Director At,Executive Leadership,Golden Rim Resources Ltd
5334497,Chief Operating Officer,Executive Leadership,Volt Resources
5333844,Chief Executive Officer,Executive Leadership,Deepcore Drilling
5333843,General Manager-External Relations,Executive Leadership,Atlas Iron Limited
5334704,Managing Director,Executive Leadership,Golden Mile Resources
5335053,Director,Executive Leadership,grid-drilling
5334908,Managing Director,Executive Leadership,Drillpower QLD
5335006,Vice President of Purchasing,Executive Leadership,Mineral Resources
5334811,Executive Director,Executive Leadership,Mining Plus
5335002,General Manager,Executive Leadership,Ten Sixty Four Ltd
5334692,Non-Executive Director,Executive Leadership,Pinnacle Minerals (ASX:PIM)
5335003,Director,Executive Leadership,BDC Drilling
5333650,General Manager Marketing,Executive Leadership,Bloomfield Collieries Pty Ltd
5335004,Executive Director,Executive Leadership,Prospech Limited (ASX: PRS) (FSE: 1P80)
5334300,Chief Information Officer,Executive Leadership,Duratray
5333746,Executive General Manager,Executive Leadership,Jervois Global
5333893,CFO,Executive Leadership,Sunstone Metals Limited
5334753,Chief Operating Officer,Executive Leadership,Access Mining
5334953,Non-Executive Chairman,Executive Leadership,C29 Metals
5334491,Chief Executive Officer,Executive Leadership,North West Mining and Civil
5334690,Managing Director,Executive Leadership,Mako Gold
5334807,General Manager Exploration,Executive Leadership,Mako Gold
5334493,General Manager,Executive Leadership,QCoal Group
5333588,Chief Executive Officer and Managing Director,Executive Leadership,Rex Minerals
5334224,"President and CEO, Director",Executive Leadership,Bravus Mining & Resources
5333149,Non Executive Director,Executive Leadership,Golden Rim Resources Ltd
5334376,General Manager Mining,Executive Leadership,Roy Hill
5334488,Managing Director,Executive Leadership,Mallee Resources Limited
5334688,Chief Operating Officer,Executive Leadership,Arete Capital Partners Pty Ltd
5334803,General Manager,Executive Leadership,National Group
5333046,Managing Director,Executive Leadership,Raglan Drilling
5334903,managing director,Executive Leadership,Raglan Drilling
5334444,General Manager Operations,Executive Leadership,Ensham Resources Pty Ltd.
5334338,Chief Executive Officer,Executive Leadership,Hancock Prospecting Pty
5334851,COO,Executive Leadership,Equus Mining
5334487,Managing Director,Executive Leadership,Orlando Drilling
5334590,Non-executive Chairman,Executive Leadership,Red Castle
5333742,‍Non-Executive Chairman,Executive Leadership,Red Castle
5334543,Chief Operating Officer,Executive Leadership,Hot Chili
5334337,General Manager,Executive Leadership,Bothar Group - Bothar Boring & Tunnelling
5333498,Chief Financial Officer,Executive Leadership,Hillgrove Resources Ltd
5333146,General Manager Operations,Executive Leadership,AusTin Mining
5332936,General Manager - Operations,Executive Leadership,Bowen Coking Coal Ltd.
5334177,Managing Director,Executive Leadership,Matsa Resources
5333839,General Manager-Exploration,Executive Leadership,Hillgrove Resources Ltd
5333741,General Manager Finance,Executive Leadership,Glencore
5334441,Non Executive Director,Executive Leadership,Jervois Global
5332937,General Manager Strategy and Business Development,Executive Leadership,Heron Resources
5334043,Chief Operating Officer,Executive Leadership,HSE Mining
5334297,Non Executive Chairman,Executive Leadership,Golden State Mining
5332938,CIO,Executive Leadership,Sibelco Group;BHP
5334648,Managing Director,Executive Leadership,Jervois Global
5334701,Chief Executive Officer,Executive Leadership,Iron Mine Contracting
5334134,Chief Operating Officer,Executive Leadership,QCoal Group
5334678,General Manager Technical Services,Executive Leadership,Regis Resources
5333740,Chief Executive Officer,Executive Leadership,DY6 Metals Ltd;Doral
5334538,CFO,Executive Leadership,REDPATH MINING
5333888,CEO,Executive Leadership,Cobalt Blue Holdings
5334677,Managing Director,Executive Leadership,Civil Group
5333583,COO,Executive Leadership,Rugby Mining Limited
5333697,Chief Operating Officer,Executive Leadership,Australian Strategic Materials (ASM);Superior Gold Inc.
5333492,Non-Executive Director,Executive Leadership,Star Minerals (ASX: SMS)
5334335,Managing Director-technical and Executive Director at Smsl,Executive Leadership,swickmining.com.au
5334175,Chief Operating Officer,Executive Leadership,Northern Minerals
5332934,Executive General Manager Projects,Executive Leadership,Newcrest Mining Limited
5334537,Mining Projects and Development Coordinator,Executive Leadership,Hampton Mining and Civil
5334643,Non Executive Director,Executive Leadership,Ausgold Limited
5333043,Chief Executive Officer,Executive Leadership,Gold Industry Group Inc
5334481,Managing Director,Executive Leadership,Lefroy Exploration Ltd
5333885,Managing Director,Executive Leadership,Johnson Drilling
5334480,General Manager,Executive Leadership,DRC Drilling Pty
5334293,Chief Operating Officer - Kalgoorlie,Executive Leadership,Northern Star Resources;Saracen Mineral Holdings Limited
5334676,General Manager,Executive Leadership,Gold Road
5332847,General Manager,Executive Leadership,Hastings Technology Metals
5333693,Project Coordinator,Executive Leadership,My Site
5334438,Managing Director,Executive Leadership,De Grey Mining
5334638,Non Executive Chairman,Executive Leadership,Predictive Discovery
5334437,Executive Director and Chief Financial Officer,Executive Leadership,Prospech Limited (ASX: PRS) (FSE: 1P80)
5334636,Non-Executive Chairman,Executive Leadership,Prospech Limited (ASX: PRS) (FSE: 1P80)
5333833,Director Of Operations,Executive Leadership,Envirotech Drilling
5334635,Chief Financial Officer & Company Secretary,Executive Leadership,Vulcan Energy Resources
5334334,Non Executive Director. Chairman,Executive Leadership,MinEx CRC
5334671,Chief Geologist,Executive Leadership,Hot Chili
5332846,General Manager,Executive Leadership,Andromeda Metals
5332987,Non-Executive Director,Executive Leadership,Kogi Iron
5334634,Project Director,Executive Leadership,AVZ Minerals Limited
5333041,Operations Director,Executive Leadership,Pantoro
5333883,Director,Executive Leadership,Southern Cross Gold
5334632,General Manager,Executive Leadership,Redline Drill & Blast
5334530,Executive General Manager,Executive Leadership,Hancock Prospecting Pty
5333521,General Manager - Operation Management Department,Executive Leadership,CITIC Pacific Mining
5334529,General Manager - Mining Operational Readiness,Executive Leadership,Liontown Resources Limited
5333138,Director IT & Digital - Australia,Executive Leadership,Agnico Eagle Mines Limited;MMG Limited
5334434,Managing Director,Executive Leadership,Federation Mining
5334528,Non-executive Director,Executive Leadership,Red Castle
5334429,General Manager,Executive Leadership,Core Drilling Services
5333687,General Manager Technical Services-Surface Mining,Executive Leadership,Macmahon Holdings Ltd
5332843,CFO,Executive Leadership,Theta Gold Mines Limited
5334576,General Manager,Executive Leadership,RUS Mining
5332984,General Manager,Executive Leadership,Bougainville Copper Limited
5333520,Chief Financial Officer,Executive Leadership,Duratray
5334427,Chief Operating Officer and Senior Vice President,Executive Leadership,Anvil Mining Limited
5334519,Managing Director,Executive Leadership,Core Drilling Services
5334533,Chief Financial Officer,Executive Leadership,Calidus Resources Ltd
